room_id,hotel_id,room_type,availability,price_per_night
3301,22,Suite,Yes,385.92
3302,22,Single,No,464.28
3303,22,Double,Yes,156.22
3304,22,Double,No,326.61
3305,22,Double,Yes,486.00
3306,22,Single,No,78.87
3307,22,Single,No,233.86
3308,22,Double,Yes,377.77
3309,22,Double,No,354.38
3310,22,Double,No,436.79
3311,22,Double,No,91.22
3312,22,Single,Yes,475.99
3313,22,Double,Yes,224.01
3314,22,Single,Yes,354.77
3315,22,Double,No,291.37
3316,22,Suite,Yes,339.37
3317,22,Double,No,266.37
3318,22,Suite,No,409.37
3319,22,Double,Yes,272.82
3320,22,Single,No,279.32
3321,22,Double,No,137.32
3322,22,Suite,No,151.20
3323,22,Suite,No,250.80
3324,22,Double,Yes,358.75
3325,22,Double,No,417.49
3326,22,Double,Yes,389.89
3327,22,Double,No,69.39
3328,22,Suite,No,343.93
3329,22,Suite,No,244.31
3330,22,Suite,Yes,337.68
3331,22,Double,Yes,148.66
3332,22,Double,No,427.30
3333,22,Double,Yes,418.88
3334,22,Double,Yes,138.51
3335,22,Suite,No,475.63
3336,22,Single,No,216.60
3337,22,Single,No,250.61
3338,22,Double,Yes,194.90
3339,22,Single,Yes,295.29
3340,22,Single,Yes,89.55
3341,22,Single,Yes,129.35
3342,22,Suite,Yes,284.31
3343,22,Double,No,195.43
3344,22,Suite,Yes,359.76
3345,22,Single,No,240.80
3346,22,Suite,Yes,310.56
3347,23,Single,Yes,67.34
3348,23,Double,No,263.43
3349,23,Suite,Yes,334.11
3350,23,Single,No,246.68
3351,23,Single,Yes,375.90
3352,23,Double,No,395.22
3353,23,Double,No,249.05
3354,23,Single,Yes,293.71
3355,23,Single,No,325.88
3356,23,Double,No,373.70
3357,23,Double,No,113.05
3358,23,Single,No,141.43
3359,23,Single,Yes,385.12
3360,23,Double,No,399.12
3361,23,Suite,No,334.22
3362,23,Suite,Yes,409.40
3363,23,Single,Yes,171.02
3364,23,Double,Yes,181.63
3365,23,Suite,Yes,302.79
3366,23,Double,Yes,473.40
3367,23,Single,Yes,97.62
3368,23,Double,Yes,242.92
3369,23,Suite,Yes,133.92
3370,23,Double,Yes,434.68
3371,23,Double,No,385.30
3372,23,Single,Yes,356.92
3373,23,Suite,No,322.67
3374,23,Double,Yes,469.16
3375,23,Double,Yes,331.82
3376,23,Double,No,266.27
3377,23,Double,Yes,327.81
3378,23,Double,Yes,324.44
3379,23,Suite,No,99.78
3380,23,Suite,No,228.46
3381,23,Double,No,183.81
3382,23,Suite,No,84.85
3383,23,Single,Yes,167.20
3384,23,Double,No,309.79
3385,23,Single,No,155.78
3386,23,Single,Yes,351.20
3387,23,Single,Yes,333.12
3388,23,Suite,Yes,335.06
3389,23,Double,No,197.97
3390,23,Double,No,377.26
3391,23,Suite,No,133.19
3392,23,Single,No,421.51
3393,23,Single,Yes,408.93
3394,23,Single,No,376.42
3395,23,Single,No,323.89
3396,23,Suite,Yes,170.69
3397,23,Suite,No,90.78
3398,23,Single,Yes,276.96
3399,23,Double,No,211.21
3400,23,Suite,Yes,428.11
3401,23,Double,No,277.31
3402,23,Single,No,427.48
3403,23,Suite,No,132.57
3404,23,Double,Yes,107.74
3405,23,Single,Yes,303.36
3406,23,Suite,No,161.30
3407,23,Single,Yes,332.33
3408,23,Single,Yes,145.42
3409,23,Single,Yes,172.98
3410,23,Single,Yes,186.64
3411,23,Suite,No,369.51
3412,23,Suite,No,356.67
3413,23,Single,Yes,463.41
3414,23,Suite,No,333.60
3415,23,Double,No,163.54
3416,23,Single,Yes,181.03
3417,23,Suite,Yes,211.99
3418,23,Suite,No,219.76
3419,23,Single,No,171.96
3420,23,Double,No,251.43
3421,23,Single,No,411.28
3422,23,Double,No,202.16
3423,23,Double,No,273.28
3424,23,Single,No,357.31
3425,23,Double,No,206.12
3426,23,Suite,Yes,61.20
3427,23,Double,Yes,385.81
3428,23,Double,No,122.54
3429,23,Single,No,310.60
3430,23,Double,No,83.54
3431,23,Single,Yes,207.47
3432,23,Suite,Yes,445.00
3433,23,Single,Yes,137.15
3434,23,Single,No,70.64
3435,23,Single,Yes,259.65
3436,23,Single,Yes,408.77
3437,23,Double,No,103.41
3438,23,Double,No,209.36
3439,23,Double,Yes,446.14
3440,23,Double,Yes,331.16
3441,23,Single,Yes,310.60
3442,23,Suite,No,218.28
3443,23,Single,No,96.18
3444,23,Double,Yes,123.64
3445,23,Double,No,474.70
3446,23,Double,Yes,257.91
3447,23,Single,No,244.40
3448,23,Single,No,248.34
3449,23,Double,Yes,332.89
3450,23,Double,Yes,62.29
3451,23,Single,Yes,325.20
3452,23,Single,No,140.11
3453,23,Double,No,179.69
3454,23,Double,No,473.57
3455,23,Single,No,129.94
3456,23,Single,No,158.91
3457,23,Suite,No,160.48
3458,23,Suite,Yes,112.06
3459,23,Suite,No,257.34
3460,23,Suite,No,306.91
3461,23,Double,No,468.50
3462,23,Double,Yes,221.55
3463,23,Single,No,210.24
3464,23,Single,No,299.84
3465,23,Suite,No,245.43
3466,23,Single,No,460.67
3467,23,Double,No,112.46
3468,23,Suite,No,238.14
3469,23,Double,Yes,124.05
3470,23,Suite,No,488.28
3471,23,Suite,Yes,76.25
3472,23,Double,No,309.60
3473,23,Single,Yes,353.94
3474,23,Double,Yes,188.63
3475,23,Double,No,167.64
3476,23,Double,Yes,421.19
3477,23,Double,No,346.58
3478,23,Single,Yes,457.78
3479,23,Suite,No,328.08
3480,23,Single,Yes,270.66
3481,23,Suite,No,431.92
3482,23,Suite,No,220.98
3483,23,Suite,No,219.74
3484,23,Double,No,328.70
3485,23,Single,Yes,413.86
3486,23,Single,Yes,354.01
3487,23,Single,Yes,203.95
3488,23,Single,No,401.97
3489,23,Single,No,116.42
3490,23,Suite,No,152.85
3491,23,Single,Yes,186.63
3492,23,Single,Yes,149.56
3493,23,Double,Yes,404.88
3494,23,Suite,No,246.71
3495,23,Double,No,291.46
3496,23,Double,No,460.12
3497,23,Single,Yes,336.64
3498,23,Suite,No,361.84
3499,23,Single,No,51.93
3500,23,Suite,Yes,213.59
3501,23,Double,No,397.01
3502,23,Suite,Yes,428.77
3503,23,Double,Yes,138.34
3504,23,Single,No,453.79
3505,23,Double,Yes,324.68
3506,23,Suite,No,236.64
3507,23,Single,No,464.57
3508,23,Double,No,396.85
3509,23,Single,Yes,333.93
3510,23,Suite,Yes,181.79
3511,23,Double,No,361.89
3512,23,Suite,No,357.19
3513,23,Suite,Yes,52.88
3514,23,Double,Yes,496.44
3515,23,Single,No,102.30
3516,23,Suite,No,461.78
3517,23,Single,Yes,316.97
3518,23,Suite,Yes,342.31
3519,23,Single,No,431.10
3520,23,Suite,Yes,163.50
3521,23,Single,No,391.31
3522,23,Suite,No,145.82
3523,23,Single,Yes,477.41
3524,23,Single,No,143.18
3525,23,Double,No,288.01
3526,23,Single,No,352.85
3527,23,Double,Yes,246.74
3528,23,Double,Yes,291.41
3529,23,Suite,No,366.57
3530,23,Double,No,281.15
3531,23,Double,Yes,319.07
3532,23,Suite,Yes,408.45
3533,23,Double,Yes,99.31
3534,23,Single,No,458.73
3535,23,Suite,No,275.30
3536,23,Single,No,376.93
3537,23,Double,Yes,459.35
3538,23,Suite,Yes,181.16
3539,23,Double,Yes,383.94
3540,23,Double,No,246.89
3541,23,Double,No,354.00
3542,23,Single,Yes,313.56
3543,23,Suite,No,110.92
3544,23,Suite,Yes,233.36
3545,23,Double,No,311.63
3546,23,Suite,No,332.49
3547,23,Single,Yes,254.48
3548,23,Suite,No,243.18
3549,23,Suite,No,147.55
3550,23,Double,No,165.85
3551,23,Suite,Yes,307.49
3552,23,Double,No,62.64
3553,23,Single,Yes,165.83
3554,23,Single,No,370.95
3555,23,Single,No,401.46
3556,23,Single,No,340.11
3557,23,Single,No,360.89
3558,23,Double,Yes,129.35
3559,23,Double,Yes,371.77
3560,23,Double,Yes,494.79
3561,24,Suite,Yes,416.70
3562,24,Single,Yes,352.21
3563,24,Single,No,458.74
3564,24,Double,No,398.60
3565,24,Suite,No,151.96
3566,24,Double,No,348.72
3567,24,Single,No,463.27
3568,24,Single,Yes,412.43
3569,24,Suite,Yes,323.62
3570,24,Single,No,455.27
3571,24,Suite,Yes,168.33
3572,24,Double,Yes,347.90
3573,24,Suite,Yes,90.23
3574,24,Double,Yes,284.58
3575,24,Double,Yes,495.81
3576,24,Double,Yes,86.01
3577,24,Double,Yes,94.03
3578,24,Double,No,79.20
3579,24,Single,No,165.06
3580,24,Single,Yes,306.01
3581,24,Single,No,422.64
3582,24,Single,No,74.82
3583,24,Double,Yes,446.35
3584,24,Double,No,108.39
3585,24,Single,Yes,439.24
3586,24,Single,No,150.32
3587,24,Double,Yes,157.73
3588,24,Double,Yes,396.70
3589,24,Double,Yes,339.92
3590,24,Double,Yes,241.43
3591,24,Single,Yes,139.14
3592,24,Suite,No,63.58
3593,24,Suite,No,454.27
3594,24,Suite,No,435.55
3595,24,Double,Yes,85.89
3596,24,Suite,Yes,214.21
3597,24,Double,Yes,485.77
3598,24,Suite,Yes,448.31
3599,24,Double,Yes,103.04
3600,24,Double,No,199.58
3601,24,Single,Yes,163.21
3602,24,Suite,No,277.39
3603,24,Single,No,459.71
3604,24,Suite,Yes,125.41
3605,24,Suite,Yes,100.90
3606,24,Single,No,358.91
3607,24,Suite,No,360.06
3608,24,Suite,No,348.55
3609,24,Double,Yes,283.97
3610,24,Double,No,103.16
3611,24,Suite,Yes,461.04
3612,24,Suite,No,134.08
3613,24,Single,Yes,87.54
3614,24,Double,No,372.21
3615,24,Single,Yes,109.12
3616,24,Single,No,426.49
3617,24,Single,No,233.24
3618,24,Double,No,238.74
3619,24,Suite,No,311.04
3620,24,Suite,No,349.05
3621,24,Double,No,260.45
3622,24,Suite,No,374.90
3623,24,Suite,Yes,71.05
3624,24,Double,Yes,325.03
3625,24,Double,Yes,399.72
3626,24,Single,No,405.99
3627,24,Suite,Yes,452.86
3628,24,Suite,No,360.25
3629,24,Double,No,386.82
3630,24,Single,Yes,154.98
3631,24,Double,No,111.81
3632,24,Suite,No,342.24
3633,24,Single,No,357.47
3634,24,Suite,No,328.43
3635,24,Double,No,167.14
3636,24,Suite,Yes,278.99
3637,24,Suite,Yes,60.91
3638,24,Double,No,78.33
3639,24,Single,No,340.79
3640,24,Double,No,425.39
3641,24,Double,Yes,138.87
3642,24,Suite,No,182.62
3643,24,Double,Yes,499.97
3644,24,Single,No,74.44
3645,24,Double,Yes,438.02
3646,24,Double,Yes,271.11
3647,24,Double,Yes,160.17
3648,24,Suite,Yes,420.88
3649,24,Double,Yes,57.76
3650,24,Double,Yes,170.78
3651,24,Suite,Yes,241.40
3652,24,Suite,Yes,222.02
3653,24,Single,No,251.73
3654,24,Suite,No,295.35
3655,24,Suite,No,178.45
3656,24,Double,No,146.68
3657,24,Single,Yes,377.24
3658,24,Double,Yes,308.41
3659,24,Single,No,400.74
3660,24,Double,No,486.25
3661,24,Double,Yes,340.31
3662,24,Single,No,362.01
3663,24,Single,Yes,135.79
3664,24,Single,No,430.43
3665,24,Single,No,476.08
3666,24,Single,Yes,114.12
3667,24,Double,Yes,60.57
3668,24,Suite,No,87.17
3669,24,Single,Yes,327.78
3670,24,Suite,No,230.09
3671,24,Suite,Yes,148.28
3672,24,Double,Yes,180.56
3673,24,Suite,Yes,378.67
3674,24,Suite,No,115.42
3675,24,Double,No,199.81
3676,24,Suite,Yes,131.88
3677,24,Double,Yes,309.31
3678,24,Double,No,88.61
3679,24,Single,Yes,188.78
3680,24,Single,Yes,314.62
3681,24,Double,Yes,298.58
3682,24,Double,No,100.84
3683,24,Suite,No,266.91
3684,24,Double,No,494.40
3685,24,Suite,Yes,182.68
3686,24,Single,No,437.58
3687,24,Single,No,363.54
3688,24,Suite,Yes,408.30
3689,24,Single,Yes,410.06
3690,24,Suite,No,115.44
3691,24,Single,No,111.09
3692,24,Suite,No,227.14
3693,24,Suite,Yes,467.29
3694,24,Suite,No,199.47
3695,24,Single,Yes,302.49
3696,24,Suite,Yes,64.53
3697,24,Single,Yes,418.82
3698,24,Double,Yes,97.64
3699,24,Double,No,103.80
3700,24,Suite,No,456.86
3701,24,Suite,Yes,423.13
3702,24,Suite,Yes,320.59
3703,24,Double,No,285.01
3704,24,Single,Yes,474.33
3705,24,Suite,Yes,245.58
3706,24,Double,No,110.32
3707,24,Double,No,306.87
3708,24,Single,Yes,119.54
3709,24,Double,Yes,488.93
3710,24,Suite,Yes,108.34
3711,24,Single,Yes,55.45
3712,24,Single,Yes,356.66
3713,24,Single,Yes,374.98
3714,24,Suite,Yes,53.95
3715,24,Single,Yes,128.47
3716,24,Single,No,450.40
3717,24,Single,No,402.56
3718,24,Suite,Yes,136.00
3719,24,Double,No,76.88
3720,25,Single,No,241.03
3721,25,Suite,No,402.48
3722,25,Double,No,287.79
3723,25,Suite,Yes,280.41
3724,25,Single,Yes,401.33
3725,25,Double,Yes,156.59
3726,25,Double,No,495.79
3727,25,Single,No,148.44
3728,25,Double,No,392.38
3729,25,Suite,Yes,326.64
3730,25,Suite,Yes,77.85
3731,25,Double,Yes,464.45
3732,25,Single,No,166.47
3733,25,Suite,No,392.12
3734,25,Suite,Yes,87.78
3735,25,Single,No,318.59
3736,25,Suite,Yes,264.49
3737,25,Double,No,491.05
3738,25,Suite,Yes,431.15
3739,25,Suite,No,159.95
3740,25,Suite,No,394.50
3741,25,Double,No,369.76
3742,25,Single,Yes,466.64
3743,25,Single,Yes,260.14
3744,25,Double,No,52.86
3745,25,Suite,No,85.38
3746,25,Suite,Yes,170.70
3747,25,Single,Yes,271.87
3748,25,Single,No,410.30
3749,25,Single,No,130.11
3750,25,Suite,Yes,255.46
3751,25,Double,No,142.49
3752,25,Single,No,253.03
3753,25,Suite,Yes,271.31
3754,25,Suite,No,87.01
3755,25,Single,Yes,397.41
3756,25,Single,Yes,70.56
3757,25,Suite,Yes,366.71
3758,25,Double,Yes,218.48
3759,25,Suite,Yes,149.67
3760,25,Single,No,232.80
3761,25,Double,Yes,263.34
3762,25,Suite,No,414.97
3763,25,Single,No,129.83
3764,25,Suite,Yes,349.53
3765,25,Suite,No,372.15
3766,25,Single,No,362.58
3767,25,Double,No,137.96
3768,25,Single,No,366.17
3769,25,Suite,Yes,459.00
3770,25,Double,Yes,216.29
3771,25,Double,Yes,267.69
3772,25,Suite,No,128.68
3773,25,Single,Yes,107.49
3774,25,Single,No,404.00
3775,25,Suite,Yes,457.60
3776,25,Suite,Yes,429.90
3777,25,Suite,No,167.11
3778,25,Suite,Yes,363.05
3779,25,Suite,Yes,422.36
3780,25,Double,No,247.54
3781,25,Single,No,62.07
3782,25,Double,No,408.95
3783,25,Double,Yes,286.40
3784,25,Double,Yes,125.88
3785,25,Double,No,97.38
3786,25,Single,No,178.13
3787,25,Suite,Yes,244.02
3788,25,Single,No,489.57
3789,25,Suite,No,199.54
3790,25,Double,No,257.24
3791,26,Double,Yes,389.82
3792,26,Double,No,248.46
3793,26,Suite,No,282.69
3794,26,Single,No,271.43
3795,26,Suite,No,498.98
3796,26,Suite,Yes,271.27
3797,26,Double,Yes,266.79
3798,26,Double,No,199.93
3799,26,Suite,No,66.61
3800,26,Double,No,231.63
3801,26,Single,No,261.17
3802,26,Single,No,309.86
3803,26,Suite,Yes,297.77
3804,26,Double,Yes,304.02
3805,26,Single,Yes,459.21
3806,26,Double,No,82.18
3807,26,Single,Yes,284.92
3808,26,Suite,Yes,318.87
3809,26,Suite,Yes,268.77
3810,26,Double,No,146.47
3811,26,Single,Yes,98.76
3812,26,Suite,Yes,369.54
3813,26,Single,Yes,102.79
3814,26,Double,Yes,382.84
3815,26,Double,No,90.75
3816,26,Double,No,474.02
3817,26,Suite,Yes,479.64
3818,26,Double,No,416.70
3819,26,Double,No,489.49
3820,26,Suite,Yes,288.46
3821,26,Double,No,191.50
3822,26,Suite,No,59.55
3823,26,Single,No,451.66
3824,26,Single,No,361.68
3825,26,Single,No,371.16
3826,26,Double,Yes,441.97
3827,26,Single,Yes,469.05
3828,26,Double,No,234.90
3829,26,Single,No,322.92
3830,26,Double,Yes,58.49
3831,26,Double,No,54.10
3832,26,Suite,Yes,178.02
3833,26,Single,Yes,110.09
3834,26,Suite,No,311.09
3835,26,Suite,No,301.38
3836,26,Double,No,352.39
3837,26,Single,No,150.25
3838,26,Suite,No,89.90
3839,26,Single,No,465.80
3840,26,Suite,Yes,394.71
3841,26,Suite,Yes,182.82
3842,26,Double,Yes,348.20
3843,26,Double,Yes,312.68
3844,26,Single,Yes,198.74
3845,26,Single,No,483.80
3846,26,Suite,Yes,166.02
3847,26,Suite,Yes,463.08
3848,26,Double,No,294.17
3849,26,Suite,No,342.27
3850,26,Double,Yes,116.02
3851,26,Suite,No,355.04
3852,26,Double,No,206.49
3853,26,Single,Yes,87.72
3854,26,Single,No,354.28
3855,26,Double,No,379.38
3856,26,Double,Yes,368.53
3857,26,Single,Yes,290.45
3858,26,Double,No,454.18
3859,26,Double,Yes,327.74
3860,26,Suite,Yes,123.73
3861,26,Single,Yes,129.31
3862,26,Double,No,133.42
3863,26,Suite,No,57.88
3864,26,Single,Yes,207.94
3865,26,Single,No,250.84
3866,26,Single,Yes,461.79
3867,26,Single,No,226.85
3868,26,Double,No,482.37
3869,26,Suite,No,218.22
3870,26,Single,No,164.78
3871,26,Double,Yes,278.75
3872,26,Suite,Yes,484.30
3873,26,Suite,Yes,147.60
3874,26,Suite,Yes,405.79
3875,26,Single,No,296.68
3876,26,Single,Yes,274.17
3877,26,Single,No,372.43
3878,26,Single,No,478.58
3879,26,Single,Yes,188.56
3880,26,Suite,Yes,441.60
3881,26,Single,Yes,51.18
3882,26,Suite,No,287.11
3883,26,Single,Yes,68.21
3884,26,Double,No,201.49
3885,26,Suite,No,198.29
3886,26,Single,Yes,249.25
3887,26,Double,Yes,449.97
3888,26,Suite,Yes,406.98
3889,26,Double,Yes,53.39
3890,26,Suite,No,155.67
3891,26,Single,Yes,264.39
3892,26,Double,No,164.44
3893,26,Double,No,337.54
3894,26,Suite,No,323.51
3895,26,Suite,Yes,344.00
3896,26,Single,No,72.78
3897,26,Suite,Yes,477.39
3898,26,Double,No,188.93
3899,26,Suite,Yes,320.15
3900,26,Single,Yes,396.05
3901,26,Double,Yes,416.36
3902,26,Suite,Yes,398.44
3903,26,Single,Yes,388.10
3904,26,Suite,No,146.23
3905,26,Suite,No,56.69
3906,26,Suite,Yes,309.56
3907,26,Suite,No,127.51
3908,26,Suite,No,65.22
3909,26,Single,Yes,352.79
3910,26,Suite,Yes,217.07
3911,26,Single,No,204.20
3912,26,Suite,No,400.98
3913,26,Single,Yes,106.27
3914,26,Suite,Yes,91.42
3915,26,Single,No,285.15
3916,26,Single,Yes,427.86
3917,26,Single,Yes,137.13
3918,26,Suite,Yes,252.36
3919,26,Single,No,277.33
3920,26,Single,No,408.69
3921,26,Suite,Yes,447.77
3922,26,Suite,No,490.74
3923,26,Single,Yes,448.39
3924,26,Double,No,109.97
3925,26,Double,Yes,251.29
3926,26,Single,No,485.03
3927,26,Single,Yes,352.24
3928,26,Double,No,480.97
3929,26,Double,No,302.08
3930,26,Single,Yes,196.93
3931,26,Suite,No,176.75
3932,26,Suite,No,205.86
3933,26,Double,Yes,353.00
3934,26,Suite,Yes,219.64
3935,26,Suite,No,197.78
3936,26,Double,Yes,115.75
3937,26,Double,No,296.18
3938,26,Single,Yes,364.86
3939,26,Suite,No,452.18
3940,26,Suite,No,384.98
3941,26,Single,No,120.85
3942,26,Suite,No,174.92
3943,26,Single,No,454.51
3944,26,Single,No,54.25
3945,26,Double,Yes,294.63
3946,26,Suite,Yes,377.95
3947,26,Suite,Yes,125.50
3948,26,Double,Yes,310.49
3949,26,Double,No,125.06
3950,26,Single,Yes,85.82
3951,26,Single,No,257.34
3952,26,Suite,No,102.17
3953,26,Suite,No,104.22
3954,26,Double,No,53.51
3955,26,Suite,No,482.09
3956,26,Double,Yes,445.25
3957,26,Single,Yes,235.05
3958,26,Single,Yes,344.51
3959,26,Double,Yes,65.27
3960,26,Double,Yes,354.93
3961,26,Double,No,468.20
3962,26,Single,Yes,133.62
3963,26,Single,Yes,499.45
3964,26,Single,Yes,304.90
3965,26,Double,Yes,144.45
3966,26,Suite,Yes,474.88
3967,26,Double,No,341.07
3968,27,Suite,Yes,145.35
3969,27,Double,Yes,275.33
3970,27,Suite,Yes,472.96
3971,27,Single,No,249.99
3972,27,Single,Yes,380.47
3973,27,Suite,No,160.01
3974,27,Suite,Yes,189.65
3975,27,Single,No,323.78
3976,27,Suite,No,223.90
3977,27,Double,No,259.25
3978,27,Single,Yes,148.48
3979,27,Single,No,412.21
3980,27,Double,No,184.84
3981,27,Double,No,467.25
3982,27,Single,Yes,322.26
3983,27,Double,Yes,253.18
3984,27,Double,No,98.81
3985,27,Single,No,445.37
3986,27,Single,Yes,437.65
3987,27,Suite,No,307.58
3988,27,Double,Yes,186.45
3989,27,Double,No,252.98
3990,27,Double,No,461.12
3991,27,Double,No,361.93
3992,27,Single,Yes,449.95
3993,27,Double,No,326.97
3994,27,Suite,No,364.75
3995,27,Double,No,272.76
3996,27,Suite,No,75.31
3997,27,Double,No,433.69
3998,27,Suite,Yes,409.76
3999,27,Single,No,155.81
4000,27,Single,No,308.01
4001,27,Single,No,497.04
4002,27,Single,Yes,472.88
4003,27,Suite,No,168.21
4004,27,Double,Yes,400.62
4005,27,Single,Yes,376.41
4006,27,Single,Yes,393.21
4007,27,Suite,No,387.93
4008,27,Suite,Yes,205.30
4009,27,Double,Yes,221.10
4010,27,Double,Yes,330.29
4011,27,Double,No,386.83
4012,27,Double,No,452.78
4013,27,Double,No,436.96
4014,27,Suite,No,457.12
4015,27,Single,No,243.35
4016,27,Suite,Yes,92.30
4017,27,Double,Yes,286.32
4018,27,Suite,Yes,225.65
4019,27,Suite,Yes,102.47
4020,27,Single,No,57.83
4021,27,Single,No,89.34
4022,27,Double,Yes,239.08
4023,27,Suite,Yes,330.77
4024,27,Suite,No,482.70
4025,27,Single,No,174.99
4026,27,Double,Yes,100.80
4027,27,Single,No,123.24
4028,27,Single,Yes,247.35
4029,27,Double,No,91.91
4030,27,Single,No,305.50
4031,27,Double,Yes,297.79
4032,27,Double,No,309.68
4033,27,Suite,Yes,460.15
4034,27,Single,Yes,479.18
4035,27,Double,Yes,222.09
4036,27,Single,No,63.09
4037,27,Single,Yes,302.92
4038,27,Suite,No,260.63
4039,27,Single,Yes,184.16
4040,27,Single,Yes,340.90
4041,27,Single,No,350.06
4042,27,Double,Yes,153.61
4043,27,Suite,Yes,440.44
4044,27,Double,Yes,56.31
4045,27,Single,No,334.53
4046,27,Single,Yes,446.44
4047,27,Suite,Yes,297.69
4048,27,Suite,No,141.94
4049,27,Double,No,308.39
4050,27,Suite,No,481.52
4051,27,Single,Yes,378.42
4052,27,Double,No,212.05
4053,27,Suite,Yes,241.86
4054,27,Double,No,110.09
4055,27,Double,No,404.37
4056,27,Single,No,447.49
4057,27,Double,Yes,99.64
4058,27,Single,No,90.62
4059,27,Single,Yes,63.94
4060,27,Suite,No,211.50
4061,27,Suite,No,438.11
4062,27,Suite,No,476.42
4063,27,Single,No,374.88
4064,27,Suite,No,378.81
4065,27,Double,No,320.33
4066,27,Suite,No,108.96
4067,27,Suite,No,274.81
4068,27,Single,No,259.75
4069,27,Single,No,88.55
4070,27,Double,No,75.86
4071,27,Suite,No,149.38
4072,27,Double,No,260.44
4073,27,Single,Yes,109.15
4074,27,Double,Yes,329.75
4075,27,Single,Yes,197.99
4076,27,Single,No,479.96
4077,27,Suite,No,241.01
4078,27,Suite,No,230.24
4079,27,Suite,Yes,121.02
4080,27,Double,No,368.63
4081,27,Suite,Yes,349.51
4082,27,Suite,Yes,300.90
4083,27,Suite,Yes,386.45
4084,27,Suite,Yes,470.67
4085,27,Single,No,178.38
4086,27,Single,No,117.37
4087,27,Single,Yes,64.62
4088,27,Single,No,474.68
4089,27,Suite,Yes,369.30
4090,27,Double,Yes,460.05
4091,27,Suite,No,137.35
4092,27,Suite,No,294.62
4093,27,Suite,No,241.98
4094,27,Suite,Yes,440.67
4095,27,Single,No,435.39
4096,27,Suite,No,348.25
4097,27,Suite,No,100.40
4098,27,Double,No,417.57
4099,27,Single,No,471.25
4100,27,Single,Yes,145.01
4101,28,Double,No,154.93
4102,28,Suite,No,59.83
4103,28,Single,Yes,317.09
4104,28,Suite,Yes,307.77
4105,28,Suite,Yes,417.80
4106,28,Single,Yes,103.34
4107,28,Suite,Yes,240.96
4108,28,Single,No,325.65
4109,28,Single,No,394.14
4110,28,Suite,No,474.81
4111,28,Suite,No,395.87
4112,28,Single,Yes,331.34
4113,28,Suite,Yes,434.82
4114,28,Single,Yes,165.52
4115,28,Suite,No,226.76
4116,28,Single,Yes,118.88
4117,28,Suite,Yes,456.49
4118,28,Single,Yes,179.15
4119,28,Double,Yes,85.62
4120,28,Double,No,491.94
4121,28,Double,Yes,403.97
4122,28,Single,Yes,245.95
4123,28,Double,Yes,489.68
4124,28,Double,Yes,120.09
4125,28,Double,Yes,286.68
4126,28,Double,Yes,214.96
4127,28,Suite,No,471.64
4128,28,Suite,No,196.36
4129,28,Single,No,383.82
4130,28,Suite,No,446.84
4131,28,Single,Yes,445.72
4132,28,Double,No,197.30
4133,28,Double,Yes,270.52
4134,28,Suite,Yes,429.93
4135,28,Single,Yes,346.06
4136,28,Suite,No,223.13
4137,28,Suite,Yes,196.43
4138,28,Suite,No,173.92
4139,28,Double,Yes,294.38
4140,28,Double,Yes,386.24
4141,28,Double,Yes,96.46
4142,28,Single,No,256.06
4143,28,Single,Yes,190.25
4144,28,Double,No,343.31
4145,28,Suite,Yes,389.34
4146,28,Single,No,315.56
4147,28,Suite,No,106.37
4148,28,Suite,No,242.86
4149,28,Double,Yes,482.60
4150,28,Suite,Yes,391.43
4151,28,Single,No,350.86
4152,28,Single,Yes,270.04
4153,28,Single,Yes,286.50
4154,28,Double,Yes,177.20
4155,28,Double,No,86.62
4156,28,Double,Yes,152.25
4157,28,Suite,Yes,123.33
4158,28,Suite,No,479.30
4159,28,Double,Yes,396.45
4160,28,Single,No,450.22
4161,28,Single,Yes,256.07
4162,28,Suite,Yes,81.33
4163,28,Single,No,486.99
4164,28,Suite,No,171.98
4165,28,Double,Yes,52.46
4166,28,Double,Yes,267.56
4167,28,Single,No,460.42
4168,28,Single,Yes,82.11
4169,28,Double,No,63.94
4170,28,Suite,Yes,192.48
4171,28,Double,Yes,61.51
4172,28,Single,Yes,236.15
4173,28,Double,No,223.94
4174,28,Double,Yes,167.96
4175,28,Suite,No,108.13
4176,28,Single,Yes,150.37
4177,28,Double,No,61.89
4178,28,Suite,Yes,369.38
4179,28,Double,No,402.16
4180,28,Single,Yes,107.88
4181,28,Single,No,478.66
4182,28,Suite,Yes,113.95
4183,28,Single,Yes,122.41
4184,28,Suite,No,169.62
4185,28,Suite,Yes,171.71
4186,28,Suite,Yes,110.50
4187,28,Single,Yes,127.33
4188,28,Double,Yes,449.11
4189,28,Suite,Yes,444.68
4190,28,Single,No,293.59
4191,28,Single,Yes,147.56
4192,28,Single,No,381.95
4193,28,Single,Yes,216.35
4194,28,Double,No,242.84
4195,28,Single,Yes,129.46
4196,28,Suite,No,421.11
4197,28,Single,No,142.53
4198,28,Suite,Yes,117.47
4199,28,Suite,No,487.84
4200,28,Suite,No,183.90
4201,28,Single,Yes,185.37
4202,28,Suite,No,376.49
4203,28,Double,No,158.85
4204,28,Single,Yes,402.75
4205,28,Suite,Yes,412.04
4206,28,Suite,No,433.37
4207,28,Suite,Yes,358.30
4208,28,Double,Yes,484.45
4209,28,Suite,Yes,249.12
4210,28,Single,No,200.41
4211,28,Double,Yes,452.11
4212,28,Double,Yes,130.56
4213,28,Single,No,296.47
