reservation_id,customer_id,hotel_id,room_id,check_in,check_out,total_price,booking_date
400,760,14,2203,2024-08-19,2024-09-18,4856.77,2024-04-29
401,263,28,4187,2024-05-24,2024-09-16,14643.09,2024-04-10
402,410,28,4104,2024-08-01,2024-08-01,0,2024-02-16
403,550,96,15355,2024-02-03,2024-02-14,2134.64,2024-02-23
404,114,55,8707,2024-03-09,2024-03-29,5647.38,2024-01-05
405,397,54,8308,2024-02-11,2024-07-09,34329.46,2024-01-20
406,893,98,15920,2024-02-11,2024-06-14,13594.2,2024-04-28
407,442,72,11808,2024-04-25,2024-09-10,31536.94,2024-01-19
408,89,76,12397,2024-03-29,2024-08-09,60617.36,2024-09-11
409,275,23,3474,2024-02-09,2024-05-31,21126.45,2024-08-31
410,28,54,8358,2024-03-22,2024-07-16,54321,2024-07-13
411,63,46,7068,2024-06-11,2024-10-01,52748.09,2024-04-11
412,168,54,8553,2024-09-11,2024-10-01,7986.13,2024-01-02
413,287,80,13503,2024-09-20,2024-09-20,0,2024-05-26
414,448,50,7596,2024-02-29,2024-09-13,48192.01,2024-09-13
415,400,35,5543,2024-04-04,2024-05-30,20023.54,2024-01-11
416,729,87,14170,2024-06-27,2024-07-07,3444.61,2024-02-13
417,703,1,8,2024-01-01,2024-03-28,24267.64,2024-08-22
418,357,26,3887,2024-08-17,2024-09-28,18898.72,2024-06-25
419,371,3,599,2024-01-20,2024-02-23,9175.62,2024-02-24
420,989,72,11713,2024-07-03,2024-07-26,2551.58,2024-05-18
421,941,30,4559,2024-07-09,2024-07-16,2544.47,2024-08-31
422,987,1,57,2024-06-13,2024-09-24,9804.83,2024-05-12
423,473,100,16228,2024-05-07,2024-07-13,10979.56,2024-04-24
424,798,45,6860,2024-04-19,2024-05-28,7766.31,2024-08-01
425,99,83,13789,2024-06-19,2024-08-08,6888.12,2024-07-20
426,465,46,7048,2024-05-23,2024-09-28,63299.05,2024-04-23
427,698,39,6074,2024-03-25,2024-09-13,10288.78,2024-02-03
428,575,53,8043,2024-05-25,2024-06-05,3129.09,2024-04-02
429,124,92,14757,2024-03-15,2024-08-10,22936.22,2024-07-11
430,103,80,13462,2024-08-09,2024-09-17,14550.89,2024-03-09
431,881,54,8522,2024-08-14,2024-09-01,2647.73,2024-03-30
432,591,16,2741,2024-02-11,2024-04-05,19449,2024-07-03
433,747,38,5815,2024-05-19,2024-06-05,6102.29,2024-06-10
434,256,23,3553,2024-07-13,2024-08-29,7793.87,2024-08-17
435,374,79,13326,2024-01-08,2024-07-10,74036.84,2024-08-21
436,350,53,8181,2024-02-06,2024-03-29,7092.85,2024-02-11
437,522,33,5085,2024-04-04,2024-07-29,41856.21,2024-03-26
438,250,58,9274,2024-04-09,2024-05-07,7070.02,2024-06-14
439,219,96,15477,2024-01-19,2024-07-30,44929.28,2024-05-14
440,922,26,3952,2024-04-12,2024-04-22,1021.72,2024-07-21
441,650,36,5579,2024-05-03,2024-05-26,2129.9,2024-06-21
442,378,32,4985,2024-03-05,2024-08-22,26953.18,2024-07-16
443,497,26,3806,2024-04-02,2024-09-12,13395.84,2024-06-11
444,96,96,15457,2024-05-26,2024-07-07,15720.97,2024-04-26
445,23,70,11350,2024-05-21,2024-06-25,13865.01,2024-02-24
446,892,95,15269,2024-05-10,2024-07-01,15477.84,2024-09-24
447,275,42,6523,2024-02-03,2024-09-04,57234.66,2024-02-27
448,64,51,7736,2024-05-08,2024-09-25,34237.31,2024-05-08
449,34,87,14178,2024-02-07,2024-10-01,68815.68,2024-06-03
450,284,92,14831,2024-05-17,2024-05-17,0,2024-09-22
451,896,4,769,2024-03-02,2024-05-20,28590.4,2024-04-02
452,919,96,15436,2024-06-09,2024-09-29,24953.94,2024-02-12
453,261,67,10963,2024-01-28,2024-10-01,34242.26,2024-08-05
454,605,29,4320,2024-05-31,2024-08-15,36936.17,2024-02-08
455,799,76,12433,2024-02-02,2024-04-25,23100.13,2024-09-03
456,160,42,6401,2024-06-23,2024-07-11,6892.85,2024-04-04
457,608,71,11444,2024-09-21,2024-09-26,1349.9,2024-05-21
458,970,33,5098,2024-08-21,2024-09-29,11827.06,2024-04-29
459,133,93,14966,2024-01-21,2024-10-03,40374.97,2024-05-01
460,757,49,7593,2024-07-31,2024-09-05,2086.3,2024-03-20
461,107,80,13446,2024-06-20,2024-08-02,13698.94,2024-07-18
462,731,1,278,2024-07-31,2024-08-17,8146.71,2024-06-21
463,975,1,319,2024-09-23,2024-10-02,2463.51,2024-09-16
464,654,92,14838,2024-04-25,2024-07-05,6965.39,2024-03-11
465,932,4,738,2024-05-26,2024-07-07,10447.38,2024-02-02
466,521,14,2267,2024-08-29,2024-09-25,9449.86,2024-07-25
467,281,1,84,2024-05-11,2024-06-09,13562.05,2024-02-09
468,505,17,2903,2024-02-23,2024-08-25,20449.85,2024-06-29
469,876,50,7606,2024-02-21,2024-04-12,7427.37,2024-09-19
470,682,73,11965,2024-05-16,2024-09-04,29503.61,2024-03-27
471,837,31,4894,2024-02-11,2024-09-15,58889.45,2024-07-04
472,230,69,11293,2024-04-03,2024-09-03,32123.44,2024-07-05
473,670,3,626,2024-04-02,2024-08-12,26250.3,2024-08-09
474,251,78,13081,2024-02-25,2024-05-18,7062.83,2024-09-24
475,851,14,2225,2024-08-11,2024-09-06,11044.81,2024-04-12
476,650,92,14582,2024-07-02,2024-08-23,12344.58,2024-08-24
477,5,76,12304,2024-05-24,2024-06-23,4648.12,2024-03-07
478,51,2,592,2024-09-11,2024-09-19,2704.84,2024-06-19
479,907,54,8216,2024-06-16,2024-07-21,13275.03,2024-07-22
480,835,23,3488,2024-08-27,2024-09-03,2813.77,2024-06-30
481,988,23,3431,2024-06-06,2024-09-01,18049.78,2024-07-12
482,145,96,15626,2024-06-22,2024-07-02,1432.27,2024-08-20
483,576,65,10600,2024-02-21,2024-08-23,75455.37,2024-05-08
484,876,16,2658,2024-04-11,2024-09-07,60150.04,2024-08-19
485,762,61,9876,2024-04-14,2024-09-29,29745.43,2024-05-30
486,248,55,8676,2024-05-07,2024-07-19,8655.24,2024-07-25
487,867,76,12619,2024-05-10,2024-07-31,13322.14,2024-06-20
488,108,79,13208,2024-09-14,2024-09-21,2109.11,2024-09-02
489,959,43,6631,2024-08-18,2024-09-07,5643.36,2024-03-11
490,695,2,543,2024-09-08,2024-10-02,9166.76,2024-08-25
491,893,98,15844,2024-05-02,2024-08-13,36075.75,2024-02-13
492,675,46,7111,2024-07-10,2024-09-13,10264.59,2024-07-10
493,330,64,10493,2024-03-28,2024-07-05,27695.48,2024-08-16
494,460,3,600,2024-06-24,2024-07-31,12540.28,2024-05-03
495,601,76,12479,2024-07-28,2024-09-29,11541.03,2024-06-11
496,680,48,7510,2024-03-04,2024-05-05,13925.99,2024-07-12
497,799,35,5355,2024-02-19,2024-08-05,56688.85,2024-08-14
498,41,4,840,2024-05-25,2024-08-17,41416.45,2024-04-07
499,211,13,2133,2024-04-14,2024-07-07,20773.8,2024-06-13
500,142,55,8673,2024-04-18,2024-07-12,16713.95,2024-07-17
501,947,36,5642,2024-04-19,2024-06-05,14214.42,2024-03-23
502,874,35,5319,2024-06-28,2024-09-26,19215.83,2024-04-29
503,161,21,3292,2024-03-12,2024-09-26,39538.16,2024-06-04
504,695,76,12497,2024-04-08,2024-07-20,6444.3,2024-01-24
505,920,70,11415,2024-04-08,2024-08-28,30343.73,2024-01-08
506,253,39,5976,2024-09-06,2024-10-04,9166.67,2024-05-23
507,112,74,12098,2024-04-22,2024-04-22,0,2024-01-25
508,742,79,13308,2024-09-22,2024-09-30,2759.41,2024-01-25
509,196,37,5737,2024-02-11,2024-08-05,50175.53,2024-06-16
510,602,76,12644,2024-01-15,2024-01-24,708.7,2024-07-05
511,769,79,13254,2024-04-02,2024-09-06,47050.38,2024-08-10
512,684,86,14119,2024-07-14,2024-07-27,1030.6,2024-05-08
513,63,71,11556,2024-04-26,2024-07-22,25744.26,2024-06-23
514,588,93,14933,2024-08-02,2024-09-25,7705.15,2024-03-31
515,512,100,16210,2024-08-18,2024-09-28,13632.02,2024-03-28
516,648,58,9591,2024-05-30,2024-06-25,12251.38,2024-05-10
517,578,76,12440,2024-02-03,2024-06-23,40395.71,2024-03-31
518,241,76,12503,2024-03-01,2024-07-22,65100.07,2024-03-30
519,803,47,7205,2024-07-03,2024-07-17,3739.34,2024-02-23
520,886,30,4557,2024-05-21,2024-06-15,6184.21,2024-05-29
521,674,42,6428,2024-02-20,2024-04-07,2534.89,2024-06-04
522,916,39,6067,2024-01-04,2024-04-03,24465.97,2024-06-15
523,73,76,12579,2024-01-21,2024-09-29,68656.93,2024-08-30
524,277,23,3440,2024-08-08,2024-08-10,662.33,2024-06-06
525,132,55,8806,2024-03-18,2024-09-08,10219.81,2024-08-01
526,123,11,1768,2024-07-12,2024-08-20,7839.89,2024-08-04
527,428,55,8884,2024-06-12,2024-08-23,12352.27,2024-03-21
528,767,15,2492,2024-03-06,2024-08-22,48438.52,2024-01-11
529,265,46,7096,2024-02-03,2024-09-12,96502.5,2024-09-20
530,530,66,10717,2024-09-16,2024-09-21,1746.81,2024-07-16
531,479,98,15795,2024-09-16,2024-09-16,0,2024-08-31
532,971,79,13343,2024-06-19,2024-09-08,6297.43,2024-07-03
533,332,24,3634,2024-04-18,2024-09-29,53863.09,2024-09-16
534,285,84,13877,2024-08-05,2024-08-24,5441.09,2024-01-17
535,610,1,63,2024-01-15,2024-02-23,7994.17,2024-07-15
536,595,48,7506,2024-08-19,2024-08-29,4292.46,2024-09-24
537,20,76,12412,2024-04-24,2024-08-25,31172.04,2024-09-22
538,619,66,10846,2024-07-28,2024-08-17,6045.03,2024-03-08
539,583,60,9814,2024-09-12,2024-09-12,0,2024-07-29
540,248,63,10201,2024-05-23,2024-06-21,10924.86,2024-03-04
541,134,56,9170,2024-08-22,2024-09-28,14988.78,2024-06-09
542,56,78,13063,2024-02-29,2024-09-17,99555.53,2024-05-10
543,792,27,4027,2024-09-11,2024-09-12,123.24,2024-06-10
544,897,50,7628,2024-04-27,2024-08-04,41650.13,2024-08-23
545,227,69,11330,2024-03-14,2024-06-10,25305.36,2024-05-16
546,434,71,11460,2024-04-01,2024-09-29,45601.61,2024-01-05
547,128,75,12273,2024-01-17,2024-05-02,16225.23,2024-01-30
548,316,21,3286,2024-04-30,2024-08-05,40039.58,2024-07-26
549,875,53,8100,2024-06-01,2024-06-19,8175.46,2024-02-25
550,150,54,8500,2024-08-31,2024-09-25,11114.97,2024-06-23
551,707,86,14113,2024-07-16,2024-07-23,2696.28,2024-06-09
552,404,89,14298,2024-06-13,2024-07-14,12421.48,2024-08-14
553,253,52,7768,2024-02-22,2024-06-16,54470.38,2024-03-24
554,430,65,10605,2024-04-14,2024-08-24,37840.84,2024-06-03
555,450,30,4444,2024-06-21,2024-07-09,1696.22,2024-06-09
556,401,76,12608,2024-08-16,2024-09-25,15697.93,2024-08-04
557,501,67,10948,2024-06-18,2024-08-20,22858.47,2024-02-12
558,258,79,13203,2024-06-04,2024-09-20,26131.05,2024-06-22
559,217,84,13915,2024-07-26,2024-09-16,9282.04,2024-03-02
560,296,97,15723,2024-02-02,2024-06-27,23432.56,2024-01-18
561,926,72,11788,2024-09-05,2024-09-16,5261.6,2024-04-05
562,585,64,10492,2024-04-16,2024-04-18,975.27,2024-03-24
563,72,83,13710,2024-06-14,2024-07-13,9835.56,2024-01-04
564,24,12,1840,2024-03-15,2024-05-23,15274.23,2024-04-10
565,594,59,9774,2024-09-03,2024-10-04,9543.14,2024-01-26
566,386,23,3538,2024-07-20,2024-09-14,10145.13,2024-08-27
567,566,32,4980,2024-08-24,2024-09-17,3751.53,2024-03-28
568,651,77,13002,2024-05-15,2024-08-28,16654.32,2024-06-29
569,978,53,8208,2024-07-11,2024-08-01,5881.49,2024-08-08
570,244,77,12830,2024-02-15,2024-05-26,44333.41,2024-03-16
571,104,26,3862,2024-07-11,2024-09-27,10406.4,2024-02-16
572,221,4,728,2024-07-03,2024-07-09,1111.55,2024-04-06
573,425,76,12320,2024-03-27,2024-04-23,12992.32,2024-08-17
574,560,69,11199,2024-04-04,2024-07-11,47016.29,2024-06-16
575,699,24,3710,2024-07-23,2024-08-23,3358.68,2024-07-26
576,887,14,2370,2024-08-10,2024-09-16,16529.25,2024-02-09
577,932,40,6256,2024-07-18,2024-08-15,13938.95,2024-08-06
578,350,25,3727,2024-03-06,2024-08-17,24344.63,2024-06-10
579,106,61,9921,2024-04-25,2024-09-20,19850.63,2024-03-22
580,137,98,15798,2024-09-10,2024-09-12,659.38,2024-01-31
581,16,10,1453,2024-01-29,2024-06-19,20341.91,2024-08-25
582,367,90,14439,2024-01-03,2024-07-08,36044.83,2024-01-18
583,989,37,5723,2024-05-09,2024-08-10,5469.19,2024-09-11
584,84,35,5539,2024-06-14,2024-08-14,17072.25,2024-02-10
585,97,13,2089,2024-09-18,2024-10-04,2188.26,2024-08-19
586,616,60,9797,2024-01-07,2024-02-27,16749.57,2024-08-16
587,83,3,608,2024-02-14,2024-07-23,8422.24,2024-07-06
588,183,24,3561,2024-03-31,2024-09-01,64171.46,2024-04-22
589,674,90,14468,2024-06-19,2024-06-21,737.85,2024-01-05
590,160,100,16293,2024-07-03,2024-08-05,14332.06,2024-07-29
591,587,54,8238,2024-09-04,2024-09-13,2991.27,2024-01-03
592,290,76,12645,2024-04-09,2024-04-19,4011.23,2024-06-14
593,905,63,10223,2024-01-19,2024-10-04,103362.26,2024-03-27
594,195,55,8663,2024-07-09,2024-09-09,19447.85,2024-07-17
595,921,77,12837,2024-01-24,2024-06-12,51668.42,2024-02-22
596,360,76,12340,2024-06-20,2024-07-03,4022.42,2024-07-10
597,723,1,230,2024-02-03,2024-08-07,13156.55,2024-05-30
598,235,100,16275,2024-04-27,2024-05-01,1881.21,2024-06-18
599,809,40,6179,2024-03-05,2024-09-14,25037.1,2024-09-09
600,117,59,9775,2024-02-25,2024-03-28,1735.5,2024-03-19
601,577,55,8674,2024-02-01,2024-05-19,50983.32,2024-04-27
602,406,84,14009,2024-01-30,2024-05-30,54208.51,2024-08-22
603,631,58,9485,2024-06-11,2024-06-17,1391.37,2024-01-10
604,195,23,3431,2024-03-21,2024-05-23,13070.53,2024-04-29
605,222,39,6066,2024-02-05,2024-02-05,0,2024-05-23
606,142,82,13658,2024-07-07,2024-08-01,2995.23,2024-01-17
607,617,96,15423,2024-02-14,2024-02-20,1172.5,2024-02-13
608,698,15,2577,2024-04-11,2024-06-06,21754.4,2024-05-25
609,716,30,4621,2024-08-29,2024-09-07,2566.65,2024-05-22
610,831,12,1931,2024-03-29,2024-07-15,50723.03,2024-07-09
611,692,1,14,2024-06-24,2024-08-21,24899.2,2024-01-30
612,878,48,7408,2024-09-09,2024-09-17,3487.24,2024-01-06
613,11,33,5135,2024-08-24,2024-09-05,2035.95,2024-07-20
614,82,64,10448,2024-03-26,2024-09-24,81161.11,2024-02-21
615,795,14,2227,2024-02-15,2024-03-21,11060.92,2024-09-07
616,567,30,4701,2024-04-11,2024-08-17,16232.32,2024-04-19
617,351,13,2050,2024-01-09,2024-07-19,82114.84,2024-08-27
618,547,48,7389,2024-02-24,2024-07-13,31122.72,2024-05-25
619,65,38,5943,2024-05-24,2024-08-01,12626.5,2024-08-06
620,915,7,1102,2024-03-27,2024-09-01,45285.91,2024-07-08
621,448,50,7615,2024-05-12,2024-08-27,7786.94,2024-04-20
622,475,67,10965,2024-05-02,2024-06-28,11564.46,2024-08-07
623,406,30,4439,2024-04-20,2024-08-23,52357.69,2024-02-14
624,383,71,11498,2024-04-10,2024-07-01,37072.25,2024-03-08
625,250,41,6322,2024-07-10,2024-09-03,8814.46,2024-08-13
626,59,92,14587,2024-04-27,2024-09-18,17119.2,2024-02-15
627,252,94,15064,2024-09-04,2024-09-11,824.25,2024-06-22
628,214,12,1854,2024-06-25,2024-10-04,30071.31,2024-01-14
629,400,48,7468,2024-05-01,2024-08-04,17273.96,2024-05-10
630,843,1,127,2024-04-29,2024-09-16,33712.93,2024-07-12
631,300,38,5846,2024-07-08,2024-08-10,5840.78,2024-01-07
632,87,38,5880,2024-07-07,2024-09-13,15787.6,2024-02-03
633,212,24,3636,2024-09-19,2024-09-26,1952.93,2024-09-16
634,394,84,14023,2024-02-07,2024-08-12,71189.49,2024-04-13
635,478,58,9477,2024-07-22,2024-08-21,3526.31,2024-09-01
636,103,31,4919,2024-01-24,2024-05-14,49618.65,2024-01-06
637,223,64,10472,2024-05-30,2024-06-20,3203.75,2024-09-13
638,557,31,4749,2024-09-15,2024-09-17,911.8,2024-07-21
639,384,3,621,2024-01-20,2024-04-21,17952.26,2024-02-28
640,605,2,533,2024-08-20,2024-09-26,10707.71,2024-03-17
641,946,91,14543,2024-04-24,2024-07-06,30831.97,2024-01-16
642,503,27,3970,2024-05-25,2024-07-20,26485.65,2024-02-03
643,430,39,6059,2024-02-18,2024-05-19,39078.2,2024-01-08
644,847,45,6914,2024-01-22,2024-04-09,35598.18,2024-08-10
645,79,30,4534,2024-08-30,2024-09-18,9053.19,2024-04-22
646,902,33,5038,2024-08-15,2024-09-17,11493.05,2024-03-13
647,336,95,15266,2024-03-17,2024-08-22,55349.58,2024-06-19
648,886,48,7429,2024-06-12,2024-09-21,20495.45,2024-06-05
649,47,30,4447,2024-02-15,2024-04-04,20406.4,2024-01-29
650,622,75,12248,2024-07-30,2024-09-03,11924.89,2024-01-13
651,944,53,8045,2024-01-05,2024-09-06,55947.1,2024-04-14
652,17,71,11569,2024-09-24,2024-09-24,0,2024-02-24
653,802,100,16206,2024-06-19,2024-09-01,6080.27,2024-06-25
654,258,56,9185,2024-04-23,2024-07-18,34513.63,2024-03-29
655,139,44,6725,2024-03-01,2024-05-25,41642.47,2024-09-05
656,525,78,13145,2024-04-04,2024-04-13,3614.69,2024-01-04
657,954,56,9087,2024-06-16,2024-08-14,5807.43,2024-02-23
658,628,1,63,2024-09-05,2024-09-07,409.96,2024-02-19
659,992,39,6009,2024-04-18,2024-06-27,33875.49,2024-09-04
660,688,24,3591,2024-04-22,2024-07-26,13218.57,2024-05-24
661,279,5,889,2024-03-09,2024-08-28,66171.72,2024-07-16
662,202,65,10644,2024-01-25,2024-06-14,11633.98,2024-07-17
663,416,23,3436,2024-01-01,2024-04-25,47008.97,2024-03-21
664,463,23,3361,2024-08-27,2024-09-08,4010.64,2024-07-11
665,580,12,1909,2024-05-08,2024-08-27,23089.37,2024-01-01
666,218,12,1903,2024-08-17,2024-08-22,442.04,2024-03-13
667,520,8,1299,2024-08-12,2024-09-01,4632.11,2024-06-06
668,549,91,14527,2024-02-05,2024-08-16,20813.04,2024-09-06
669,674,28,4155,2024-07-22,2024-10-03,6323.41,2024-07-23
670,987,94,15154,2024-06-03,2024-07-11,6479.84,2024-07-20
671,758,83,13795,2024-04-03,2024-05-11,1995.28,2024-08-06
672,190,35,5262,2024-03-21,2024-09-12,53270.51,2024-03-27
673,674,15,2445,2024-03-23,2024-06-10,16332.73,2024-08-02
674,580,2,493,2024-01-26,2024-07-25,15204.85,2024-08-25
675,559,15,2556,2024-09-11,2024-09-28,2435.42,2024-03-20
676,985,87,14167,2024-03-31,2024-05-04,11685.43,2024-06-13
677,570,16,2740,2024-01-05,2024-06-14,34586.73,2024-05-18
678,847,41,6292,2024-06-19,2024-07-25,15636.38,2024-04-27
679,174,97,15713,2024-01-17,2024-06-17,62631.38,2024-09-09
680,486,72,11876,2024-01-07,2024-02-15,10678.79,2024-03-13
681,481,20,3040,2024-08-03,2024-09-03,7178.74,2024-02-10
682,481,24,3638,2024-09-11,2024-09-21,783.28,2024-02-11
683,706,40,6170,2024-05-05,2024-06-30,18729.86,2024-04-24
684,625,7,1150,2024-02-28,2024-09-13,90047.84,2024-04-08
685,608,37,5703,2024-02-27,2024-06-01,26846.31,2024-02-11
686,917,24,3618,2024-04-23,2024-08-07,25306.02,2024-08-11
687,218,92,14679,2024-08-14,2024-09-11,12941.36,2024-02-04
688,747,75,12255,2024-09-03,2024-09-04,125.61,2024-01-24
689,680,30,4493,2024-08-11,2024-09-05,5096.09,2024-02-04
690,665,49,7584,2024-08-26,2024-10-04,19156.72,2024-05-09
691,850,86,14125,2024-03-04,2024-06-06,8443.4,2024-06-09
692,576,76,12518,2024-04-18,2024-08-20,39362.09,2024-09-21
693,311,11,1732,2024-04-04,2024-09-08,31466.82,2024-04-19
694,941,100,16196,2024-01-23,2024-07-15,80245.66,2024-03-11
695,838,80,13511,2024-06-03,2024-10-04,45985.39,2024-05-30
696,191,79,13354,2024-07-23,2024-07-30,1453.45,2024-07-03
697,799,54,8289,2024-08-24,2024-09-16,7191.55,2024-05-30
698,358,42,6356,2024-07-13,2024-07-19,2249.3,2024-07-29
699,357,17,2833,2024-03-26,2024-04-23,3949.92,2024-08-03
700,239,63,10248,2024-04-10,2024-06-11,29995.42,2024-01-19
701,238,94,15219,2024-01-27,2024-03-23,6638.67,2024-01-27
702,427,54,8311,2024-05-13,2024-09-17,37589.21,2024-08-03
703,10,92,14618,2024-07-27,2024-08-18,9100.58,2024-03-17
704,793,4,793,2024-01-05,2024-05-10,61586.3,2024-03-01
705,948,35,5365,2024-08-16,2024-09-06,6083.34,2024-02-13
706,415,20,3133,2024-04-21,2024-06-11,4188.72,2024-02-09
707,695,43,6625,2024-08-06,2024-09-01,7601.6,2024-04-01
708,473,23,3380,2024-06-28,2024-07-17,4340.77,2024-06-12
709,548,80,13480,2024-08-17,2024-09-04,7286.51,2024-03-22
710,975,87,14186,2024-02-24,2024-09-18,55865.83,2024-09-18
711,171,56,9059,2024-08-19,2024-09-25,7092.46,2024-03-01
712,364,67,10908,2024-05-06,2024-06-25,15101.78,2024-03-27
713,661,38,5921,2024-06-10,2024-06-26,5170.92,2024-07-28
714,140,58,9401,2024-07-08,2024-07-10,156.52,2024-06-26
715,523,69,11115,2024-05-11,2024-07-06,15080.32,2024-01-08
716,385,3,651,2024-01-14,2024-05-25,40225.73,2024-09-10
717,425,59,9715,2024-07-30,2024-08-25,11414.76,2024-06-20
718,223,58,9296,2024-03-25,2024-04-16,7487.57,2024-08-17
719,894,77,13023,2024-02-13,2024-04-30,29024.98,2024-08-09
720,570,61,9917,2024-06-02,2024-08-10,23869.33,2024-09-10
721,944,63,10070,2024-05-09,2024-06-09,13215.67,2024-09-11
722,960,61,9877,2024-06-29,2024-09-18,11099.15,2024-06-12
723,490,50,7619,2024-07-03,2024-09-23,17546.24,2024-06-30
724,461,41,6341,2024-01-27,2024-09-25,66304.69,2024-03-20
725,564,68,11020,2024-08-17,2024-09-28,11244.19,2024-05-27
726,838,54,8504,2024-02-02,2024-09-06,47826.53,2024-06-09
727,318,64,10340,2024-02-20,2024-04-02,18223.23,2024-02-09
728,622,54,8434,2024-07-30,2024-08-13,3190.37,2024-04-13
729,278,26,3861,2024-03-27,2024-06-07,9310.21,2024-02-21
730,933,20,3064,2024-08-14,2024-09-01,1087.89,2024-08-18
731,405,53,7996,2024-09-10,2024-09-26,2295.93,2024-09-08
732,382,42,6355,2024-02-01,2024-07-14,31021.8,2024-01-31
733,774,83,13742,2024-06-29,2024-09-04,26806.38,2024-03-22
734,423,5,873,2024-04-29,2024-06-23,5860.05,2024-04-18
735,11,63,10065,2024-02-18,2024-02-26,1948.4,2024-08-30
736,484,30,4445,2024-02-20,2024-07-26,36746.96,2024-06-18
737,206,96,15568,2024-08-31,2024-09-25,11992.18,2024-06-09
738,674,39,6012,2024-05-20,2024-09-30,37732.31,2024-09-01
739,524,3,613,2024-05-26,2024-08-28,34495.87,2024-02-13
740,273,40,6265,2024-08-28,2024-09-13,6486.93,2024-04-24
741,428,52,7834,2024-03-19,2024-05-19,17200.18,2024-06-26
742,171,83,13717,2024-06-24,2024-06-24,0,2024-03-19
743,803,2,467,2024-08-17,2024-09-20,7747.71,2024-06-22
744,524,72,11809,2024-05-20,2024-07-17,11571.28,2024-07-24
745,106,62,10006,2024-05-31,2024-08-29,18498.58,2024-07-27
746,763,16,2780,2024-01-18,2024-04-26,7994.53,2024-04-17
747,774,17,2882,2024-06-29,2024-08-04,6594.12,2024-04-23
748,176,56,9195,2024-01-17,2024-06-02,60818.48,2024-04-29
749,233,1,184,2024-04-08,2024-06-23,10807.87,2024-03-02
750,387,46,6965,2024-03-01,2024-06-26,32977.32,2024-02-09
751,156,15,2536,2024-06-28,2024-09-07,10352.04,2024-01-01
752,625,59,9744,2024-04-04,2024-09-11,30141.14,2024-07-15
753,467,28,4258,2024-07-24,2024-08-23,9806.37,2024-03-24
754,321,22,3313,2024-09-13,2024-09-24,2464.14,2024-05-09
755,412,7,1067,2024-01-14,2024-09-14,58297.41,2024-01-23
756,151,38,5822,2024-06-01,2024-06-14,1396.67,2024-05-04
757,670,30,4396,2024-03-06,2024-06-03,44253.03,2024-08-30
758,78,42,6352,2024-09-02,2024-09-11,2301.64,2024-08-16
759,68,30,4621,2024-09-15,2024-09-16,285.18,2024-04-25
760,460,100,16212,2024-03-21,2024-07-11,39205.53,2024-08-03
761,999,24,3566,2024-05-27,2024-06-22,9066.66,2024-08-03
762,661,30,4480,2024-02-17,2024-06-11,27340.15,2024-09-14
763,525,100,16087,2024-06-13,2024-07-05,8250.88,2024-04-14
764,747,16,2794,2024-04-19,2024-10-04,24847.49,2024-03-01
765,965,7,1082,2024-03-31,2024-09-10,63776.81,2024-09-23
766,845,14,2333,2024-03-03,2024-07-20,53365.69,2024-05-20
767,940,65,10606,2024-04-02,2024-09-13,60977.01,2024-04-09
768,332,23,3499,2024-07-19,2024-08-14,1350.19,2024-02-12
769,398,46,7008,2024-02-22,2024-04-17,7962.84,2024-07-01
770,824,91,14472,2024-05-01,2024-09-07,21051.83,2024-03-13
771,470,32,4990,2024-01-22,2024-08-01,94660.97,2024-01-28
772,508,35,5474,2024-04-08,2024-04-09,497.83,2024-07-20
773,148,67,10956,2024-08-03,2024-09-04,12263.97,2024-03-02
774,82,96,15582,2024-01-25,2024-03-17,3720.68,2024-02-07
775,662,97,15740,2024-04-10,2024-08-07,51564.64,2024-01-18
776,501,56,9051,2024-01-21,2024-03-22,12785.71,2024-09-13
777,282,7,1139,2024-08-09,2024-10-04,8593.46,2024-05-30
778,778,78,13083,2024-05-17,2024-05-22,2049.8,2024-05-23
779,812,13,2046,2024-07-07,2024-09-29,17575.47,2024-03-22
780,168,36,5599,2024-04-16,2024-05-10,5336.01,2024-02-10
781,446,49,7580,2024-01-09,2024-04-21,12610.74,2024-04-05
782,49,98,15913,2024-07-18,2024-08-10,9446.49,2024-02-07
783,845,62,9973,2024-04-23,2024-09-01,30829.61,2024-09-07
784,624,58,9428,2024-08-31,2024-09-21,1582.48,2024-05-07
785,929,85,14052,2024-04-29,2024-05-23,6640.4,2024-07-01
786,43,9,1423,2024-06-13,2024-08-20,9477.73,2024-04-20
787,884,93,14946,2024-08-08,2024-09-05,2113.55,2024-07-16
788,598,5,857,2024-03-28,2024-06-05,25186.29,2024-06-19
789,556,22,3341,2024-04-05,2024-04-26,2716.33,2024-07-19
790,317,78,13139,2024-07-27,2024-09-21,7007.68,2024-01-27
791,885,72,11625,2024-05-19,2024-05-20,303.46,2024-04-04
792,198,61,9922,2024-05-14,2024-06-12,10673.33,2024-08-19
793,784,39,5980,2024-09-08,2024-09-09,123.15,2024-03-09
794,424,64,10458,2024-08-09,2024-08-12,364.3,2024-07-03
795,956,44,6791,2024-01-07,2024-06-03,72659.58,2024-03-09
796,1000,15,2633,2024-03-02,2024-03-16,5126.25,2024-08-06
797,750,46,7106,2024-08-19,2024-09-23,12796.29,2024-03-19
798,176,73,12004,2024-08-10,2024-09-12,16017.97,2024-09-13
799,440,94,15050,2024-09-04,2024-09-29,12369.28,2024-04-15
800,24,72,11733,2024-04-03,2024-08-09,36894.33,2024-05-17
